17169	2017	1	3	7	0	1.341	0
17169	2017	1	3	8	0	1.788	315
17169	2017	1	3	9	0	1.788	292.5
17169	2017	1	3	10	0	1.788	270
17169	2017	1	3	11	0	1.788	270
17170	2017	1	3	12	0	1.788	315
17170	2017	1	3	13	0	1.788	315
17170	2017	1	3	14	0	1.341	315
17170	2017	1	3	15	0	1.788	315
17170	2017	1	3	16	0	1.341	292.5
17170	2017	1	3	17	0	1.341	315
17170	2017	1	3	18	0	1.341	292.5
17170	2017	1	3	19	0	0.894	247.5
17170	2017	1	3	20	0	0.894	270
17170	2017	1	3	21	0	1.341	292.5
17170	2017	1	3	22	0	1.341	270
17170	2017	1	3	23	0	1.341	270
17174	2017	1	8	0	0	0.447	22.5
17174	2017	1	8	1	0	0.447	45
17174	2017	1	8	2	0	0.447	90
17174	2017	1	8	3	0	0.894	180
17174	2017	1	8	4	0	0.894	315
17174	2017	1	8	5	0	1.341	90
17174	2017	1	8	6	0	0.447	112.5
17174	2017	1	8	7	0	0.894	292.5
17174	2017	1	8	8	0	0.447	270
17174	2017	1	8	9	0	0.447	0
17174	2017	1	8	10	0	0.894	292.5
17174	2017	1	8	11	0	0.894	0
17174	2017	1	8	12	0	0.894	0
17175	2017	1	8	13	0	0.894	315
17175	2017	1	8	14	0	1.341	0
17175	2017	1	8	15	0	0.447	90
17175	2017	1	8	16	0	0.894	112.5
17175	2017	1	8	17	0	0.894	90
17175	2017	1	8	18	0	0.894	112.5
17176	2017	1	10	6	0	1.341	0
17176	2017	1	10	7	0	0.894	0
17176	2017	1	10	8	0	1.341	0
17176	2017	1	10	9	0	0.894	337.5
17176	2017	1	10	10	0	0.894	292.5
17176	2017	1	10	11	0	1.341	0
17176	2017	1	10	12	0	1.341	315
17177	2017	1	10	13	0	1.341	315
17177	2017	1	10	14	0	0.894	270
17177	2017	1	10	15	0	1.341	0
17177	2017	1	10	16	0	0.894	315
17177	2017	1	10	17	0	1.341	0
17177	2017	1	10	18	0	0.894	0
17177	2017	1	10	19	0	0.447	22.5
17177	2017	1	10	20	0	1.341	90
17177	2017	1	10	21	0	0.894	0
17177	2017	1	10	22	0	1.341	315
17177	2017	1	10	23	0	0.894	0
17177	2017	1	11	8	0	0.447	22.5
17177	2017	1	11	9	0	0.894	90
17177	2017	1	11	10	0	0.894	112.5
17177	2017	1	11	11	0	1.341	0
17178	2017	1	11	12	0	1.341	112.5
17178	2017	1	11	13	0	1.341	112.5
17178	2017	1	11	14	0	1.341	90
17178	2017	1	11	15	0	0.894	112.5
17178	2017	1	11	16	0	0.894	90
17178	2017	1	11	17	0	1.341	112.5
17178	2017	1	11	18	0	1.341	112.5
17178	2017	1	11	19	0	0.894	112.5
17178	2017	1	11	20	0	0.447	180
17178	2017	1	11	21	0	0.894	202.5
17178	2017	1	12	1	0	1.341	247.5
17178	2017	1	12	2	0	0.894	247.5
17178	2017	1	12	3	0	0.894	180
17178	2017	1	12	4	0	0.447	202.5
17178	2017	1	12	5	0	0.894	202.5
17178	2017	1	12	6	0	0.894	180
17178	2017	1	12	7	0	0.447	202.5
17178	2017	1	12	8	0	0.894	22.5
17178	2017	1	12	9	0	0.894	22.5
17178	2017	1	12	10	0	0.894	0
17178	2017	1	12	11	0	0.894	112.5
17178	2017	1	12	12	0	0.894	90
17185	2017	1	19	0	0	1.341	292.5
17185	2017	1	19	1	0	1.788	292.5
17185	2017	1	19	2	0	1.788	315
17185	2017	1	19	3	0	1.788	292.5
17185	2017	1	19	4	0	2.235	315
17185	2017	1	19	5	0	1.341	292.5
17185	2017	1	19	6	0	1.788	292.5
17185	2017	1	19	7	0	1.341	315
17185	2017	1	19	8	0	1.788	270
17185	2017	1	19	9	0	1.788	292.5
17185	2017	1	19	10	0	1.788	315
17185	2017	1	19	11	0	1.788	0
17186	2017	1	19	12	0	1.341	0
17186	2017	1	19	13	0	1.341	0
17186	2017	1	19	14	0	1.788	0
17186	2017	1	19	15	0	1.341	45
17186	2017	1	19	16	0	1.341	45
17186	2017	1	19	17	0	0.894	0
17186	2017	1	19	18	0	1.341	0
17186	2017	1	19	19	0	0.894	0
17186	2017	1	19	20	0	0.894	270
17186	2017	1	19	21	0	1.788	270
17186	2017	1	19	22	0	1.341	270
17187	2017	1	21	4	0	1.341	270
17187	2017	1	21	5	0	0.894	315
17187	2017	1	21	6	0	0.894	292.5
17187	2017	1	21	7	0	1.788	292.5
17187	2017	1	21	8	0	1.341	270
17187	2017	1	21	9	0	1.341	315
17187	2017	1	21	10	0	1.341	292.5
17187	2017	1	21	11	0	0.894	292.5
17188	2017	1	21	12	0	1.788	315
17188	2017	1	21	13	0	1.788	292.5
17188	2017	1	21	14	0	1.788	315
17188	2017	1	21	15	0	1.341	0
17188	2017	1	21	16	0	1.341	337.5
17190	2017	1	23	12	0	1.788	292.5
17190	2017	1	23	13	0	1.788	270
17190	2017	1	23	14	0	1.341	315
17190	2017	1	23	15	0	1.341	270
17190	2017	1	23	16	0	0.894	315
17190	2017	1	23	17	0	0.894	292.5
17190	2017	1	23	18	0	1.341	0
17190	2017	1	23	19	0	1.341	292.5
17190	2017	1	23	20	0	0.894	270
17190	2017	1	23	21	0	0.894	247.5
17190	2017	1	23	22	0	1.341	247.5
17190	2017	1	23	23	0	1.341	270
17191	2017	1	25	4	0	1.788	270
17191	2017	1	25	5	0	1.341	292.5
17191	2017	1	25	6	0	1.788	0
17191	2017	1	25	7	0	1.788	270
17191	2017	1	25	8	0	1.341	270
17191	2017	1	25	9	0	1.788	270
17191	2017	1	25	10	0	2.235	270
17191	2017	1	25	11	0	2.235	270
17192	2017	1	25	12	0	2.235	0
17192	2017	1	25	13	0	2.235	292.5
17192	2017	1	25	14	0	2.235	315
17192	2017	1	25	15	0	1.788	315
17193	2017	1	27	10	0	1.341	22.5
17193	2017	1	27	11	0	1.341	0
17194	2017	1	27	12	0	1.341	0
17194	2017	1	27	13	0	0.894	0
17194	2017	1	27	14	0	1.341	0
17194	2017	1	27	15	0	0.894	0
17194	2017	1	27	16	0	1.341	45
17194	2017	1	27	17	0	1.788	90
17194	2017	1	27	18	0	1.341	90
17194	2017	1	27	19	0	0.894	112.5
17194	2017	1	27	20	0	0.894	112.5
17194	2017	1	27	21	0	1.341	112.5
17194	2017	1	28	5	0	0.894	0
17194	2017	1	28	6	0	0.894	22.5
17194	2017	1	28	7	0	0.894	0
17194	2017	1	28	8	0	0.894	315
17194	2017	1	28	9	0	0.894	0
17194	2017	1	28	10	0	0.894	0
17194	2017	1	28	11	0	0.894	0
17194	2017	1	28	12	0	1.341	0
17195	2017	1	28	13	0	0.894	0
17195	2017	1	28	14	0	1.341	0
17195	2017	1	28	15	0	1.341	0
17195	2017	1	28	16	0	1.341	0
17195	2017	1	28	17	0	1.341	0
17195	2017	1	28	18	0	1.341	0
17195	2017	1	29	11	0	0.894	0
17196	2017	1	29	12	0	0.894	45
17196	2017	1	29	13	0	0.894	0
17196	2017	1	29	14	0	0.894	0
17196	2017	1	29	15	0	0.894	45
17196	2017	1	29	16	0	0.894	45
17196	2017	1	29	17	0	0.894	45
17196	2017	1	29	18	0	0.447	112.5
17196	2017	1	29	19	0	0.894	90
17196	2017	1	29	20	0	0	90
17196	2017	1	29	21	0	0	337.5
17196	2017	1	29	22	0	0.447	315
17196	2017	1	29	23	0	0.447	225
17196	2017	1	30	4	0	1.341	292.5
17196	2017	1	30	5	0	0.894	247.5
17196	2017	1	30	6	0	0.894	225
17196	2017	1	30	7	0	0.447	202.5
17196	2017	1	30	8	0	0.894	315
17196	2017	1	30	9	0	0.894	315
17196	2017	1	30	10	0	1.341	0
17196	2017	1	30	11	0	0.894	0
17196	2017	1	30	12	0	1.341	0
17197	2017	1	30	13	0	0.894	45
17197	2017	1	30	14	0	1.341	0
17197	2017	1	30	15	0	0.894	0
17197	2017	1	30	16	0	0.894	22.5
17197	2017	1	30	17	0	0.894	22.5
17197	2017	1	30	18	0	1.341	90
17197	2017	1	30	19	0	0.894	112.5
17197	2017	1	30	20	0	0.447	67.5
17197	2017	1	30	21	0	0.894	22.5
17197	2017	1	30	22	0	0.894	22.5
17197	2017	1	30	23	0	0.894	315
17197	2017	1	31	5	0	0.894	315
17197	2017	1	31	6	0	0.894	0
17197	2017	1	31	7	0	0.894	315
17197	2017	1	31	8	0	0.894	270
17197	2017	1	31	9	0	1.341	315
17197	2017	1	31	10	0	1.341	315
17197	2017	1	31	11	0	1.341	315
17198	2017	1	31	12	0	1.341	315
17198	2017	1	31	13	0	1.788	0
17198	2017	1	31	14	0	1.788	0
17198	2017	1	31	15	0	1.788	315
17198	2017	1	31	16	0	1.341	315
17198	2017	1	31	17	0	1.341	315
17198	2017	1	31	18	0	0.894	337.5
17198	2017	1	31	19	0	1.341	0
17198	2017	1	31	20	0	0.894	315
17198	2017	1	31	21	0	1.341	0
17198	2017	1	31	22	0	1.341	0
17198	2017	2	1	0	0	1.341	315
17198	2017	2	1	1	0	1.341	0
17198	2017	2	1	2	0	0.894	315
17198	2017	2	1	3	0	0.894	337.5
17198	2017	2	1	4	0	0.894	0
17198	2017	2	1	5	0	0.447	315
17198	2017	2	1	6	0	0.894	315
17198	2017	2	1	7	0	0.894	0
17198	2017	2	1	8	0	0.894	292.5
17198	2017	2	1	9	0	1.341	0
17198	2017	2	1	10	0	0.894	0
17198	2017	2	1	11	0	0.894	315
17198	2017	2	1	12	0	1.788	0
17199	2017	2	1	13	0	1.341	315
17199	2017	2	1	14	0	1.341	0
17199	2017	2	1	15	0	1.341	0
17199	2017	2	1	16	0	1.341	0
17199	2017	2	1	17	0	1.341	0
17199	2017	2	2	2	0	0.894	0
17199	2017	2	2	3	0	0.894	0
17199	2017	2	2	4	0	0.894	337.5
17199	2017	2	2	5	0	0.894	337.5
17199	2017	2	2	6	0	0.894	337.5
17199	2017	2	2	7	0	0.447	315
17199	2017	2	2	8	0	0.447	67.5
17199	2017	2	2	9	0	0.894	45
17199	2017	2	2	10	0	1.341	0
17199	2017	2	2	11	0	0.447	292.5
17200	2017	2	2	12	0	0.447	0
17200	2017	2	2	13	0	0.894	0
17200	2017	2	2	14	0	0	315
17200	2017	2	2	15	0	0	22.5
17200	2017	2	2	16	0	0.447	90
17200	2017	2	2	17	0	0.447	45
17200	2017	2	2	18	0	0.447	22.5
17200	2017	2	2	19	0	0.447	0
17200	2017	2	2	20	0	0.447	315
17200	2017	2	2	21	0	0.447	315
17200	2017	2	2	22	0	0.447	315
17200	2017	2	2	23	0	0.447	315
17206	2017	2	9	5	0	0.894	292.5
17206	2017	2	9	6	0	0.894	315
17206	2017	2	9	7	0	1.341	315
17206	2017	2	9	8	0	1.341	315
17206	2017	2	9	9	0	1.788	292.5
17206	2017	2	9	10	0	1.788	315
17206	2017	2	9	11	0	1.788	292.5
17206	2017	2	9	12	0	1.788	270
17207	2017	2	9	13	0	1.788	337.5
17207	2017	2	9	14	0	1.341	315
17207	2017	2	9	15	0	1.341	315
17207	2017	2	9	16	0	1.341	292.5
17207	2017	2	9	17	0	1.788	315
17207	2017	2	9	18	0	1.788	270
17207	2017	2	9	19	0	2.235	270
17207	2017	2	9	20	0	1.788	270
17207	2017	2	9	21	0	1.788	292.5
17207	2017	2	10	0	0	1.341	292.5
17207	2017	2	10	1	0	1.341	292.5
17207	2017	2	10	2	0	0.894	292.5
17207	2017	2	10	3	0	1.341	292.5
17207	2017	2	10	4	0	1.788	292.5
17207	2017	2	10	5	0	1.788	292.5
17207	2017	2	10	6	0	1.341	292.5
17207	2017	2	10	7	0	1.341	292.5
17207	2017	2	10	8	0	1.341	270
17207	2017	2	10	9	0	1.341	292.5
17207	2017	2	10	10	0	1.341	315
17207	2017	2	10	11	0	1.341	315
17208	2017	2	10	12	0	1.341	315
17208	2017	2	10	13	0	1.341	292.5
17208	2017	2	10	14	0	1.341	270
17208	2017	2	10	15	0	1.788	0
17208	2017	2	10	16	0	1.341	0
17208	2017	2	11	12	0	1.341	0
17209	2017	2	11	13	0	0.894	270
17209	2017	2	11	14	0	1.341	0
17209	2017	2	11	15	0	1.341	0
17209	2017	2	11	16	0	0.447	337.5
17209	2017	2	11	17	0	0.894	0
17209	2017	2	11	18	0	0.447	0
17209	2017	2	11	19	0	0.447	45
17209	2017	2	11	20	0	0.447	22.5
17209	2017	2	11	21	0	0.894	315
17209	2017	2	11	22	0	0.894	315
17209	2017	2	11	23	0	0.894	292.5
17209	2017	2	12	0	0	0.894	315
17209	2017	2	12	1	0	0.894	337.5
17209	2017	2	12	2	0	0.894	315
17209	2017	2	12	3	0	0.894	315
17209	2017	2	12	4	0	0.894	292.5
17209	2017	2	12	5	0	1.341	292.5
17209	2017	2	12	6	0	1.341	292.5
17209	2017	2	12	7	0	1.341	315
17209	2017	2	12	8	0	1.341	270
17209	2017	2	12	9	0	1.341	315
17209	2017	2	12	10	0	1.341	315
17209	2017	2	12	11	0	1.341	315
17210	2017	2	12	12	0	1.341	315
17210	2017	2	12	13	0	1.341	0
17210	2017	2	12	14	0	1.341	0
17210	2017	2	12	15	0	0.894	0
17210	2017	2	12	16	0	0.894	0
17210	2017	2	12	17	0	0.894	0
17210	2017	2	12	18	0	0.894	0
17210	2017	2	12	19	0	0.894	45
17210	2017	2	12	20	0	0.894	0
17210	2017	2	12	21	0	1.341	0
17210	2017	2	12	22	0	0.894	292.5
17210	2017	2	12	23	0	1.341	270
17210	2017	2	13	0	0	0.894	315
17210	2017	2	13	1	0	1.341	270
17210	2017	2	13	2	0	1.341	225
17210	2017	2	13	3	0	1.341	270
17210	2017	2	13	4	0	0.894	292.5
17210	2017	2	13	5	0	0.894	315
17210	2017	2	13	6	0	0.894	315
17210	2017	2	13	7	0	0.894	0
17210	2017	2	13	8	0	0.447	90
17210	2017	2	13	9	0	0.447	202.5
17210	2017	2	13	10	0	0.447	22.5
17210	2017	2	13	11	0	0.894	90
17210	2017	2	13	12	0	0.894	45
17211	2017	2	14	0	0	0.894	315
17211	2017	2	14	1	0	0.894	315
17211	2017	2	14	2	0	1.341	0
17211	2017	2	14	3	0	0.894	0
17211	2017	2	14	4	0	1.341	0
17211	2017	2	14	5	0	0.894	0
17211	2017	2	14	6	0	0.894	0
17211	2017	2	14	7	0	0.894	270
17211	2017	2	14	8	0	0.894	270
17211	2017	2	14	9	0	0.894	0
17211	2017	2	14	10	0	1.341	270
17211	2017	2	14	11	0	1.341	0
17212	2017	2	14	12	0	1.341	315
17214	2017	2	17	11	0	1.788	45
17214	2017	2	17	12	0	1.788	0
17215	2017	2	17	13	0	1.788	0
17215	2017	2	17	14	0	1.341	45
17215	2017	2	17	15	0	1.341	90
17215	2017	2	17	16	0	1.788	112.5
17215	2017	2	17	17	0	1.788	45
17215	2017	2	17	18	0	2.235	90
17215	2017	2	17	19	0	1.788	112.5
17215	2017	2	17	20	0	1.788	90
17215	2017	2	17	21	0	1.341	90
17215	2017	2	17	22	0	1.788	112.5
17218	2017	2	21	11	0	1.341	315
17218	2017	2	21	12	0	1.788	315
17219	2017	2	21	13	0	1.788	0
17219	2017	2	21	14	0	1.341	0
17219	2017	2	21	15	0	1.341	0
17219	2017	2	21	16	0	0.894	0
17219	2017	2	21	17	0	1.788	0
17219	2017	2	21	18	0	0.894	45
17219	2017	2	21	19	0	0.894	90
17219	2017	2	21	20	0	1.788	90
17219	2017	2	21	21	0	1.788	90
17219	2017	2	21	22	0	1.341	90
17219	2017	2	22	0	0	0.447	45
17219	2017	2	22	1	0	1.341	90
17219	2017	2	22	2	0	1.341	90
17219	2017	2	22	3	0	0.894	135
17219	2017	2	22	4	0	0.894	90
17219	2017	2	22	5	0	0.894	112.5
17219	2017	2	22	6	0	0.447	67.5
17219	2017	2	22	7	0	0.447	315
17219	2017	2	22	8	0	0.894	0
17219	2017	2	22	9	0	1.341	0
17219	2017	2	22	10	0	0.894	337.5
17219	2017	2	22	11	0	0.894	0
17220	2017	2	22	12	0	0.894	135
17220	2017	2	22	13	0	1.341	90
17220	2017	2	22	14	0	1.341	90
17220	2017	2	22	15	0	1.788	112.5
17220	2017	2	22	16	0	0.894	90
17220	2017	2	22	17	0	1.341	90
17220	2017	2	22	18	0	1.341	112.5
17220	2017	2	22	19	0	0.894	112.5
17220	2017	2	22	20	0	1.341	112.5
17220	2017	2	22	21	0	1.341	135
17223	2017	2	26	0	0	0.447	180
17223	2017	2	26	1	0	0.894	202.5
17223	2017	2	26	2	0	0.894	202.5
17223	2017	2	26	3	0	0.894	202.5
17223	2017	2	26	4	0	0.894	180
17223	2017	2	26	5	0	0.894	180
17223	2017	2	26	6	0	0.447	180
17223	2017	2	26	7	0	0.894	180
17223	2017	2	26	8	0	0.447	180
17223	2017	2	26	9	0	0.447	180
17223	2017	2	26	10	0	0.447	67.5
17223	2017	2	26	11	0	0.894	45
17224	2017	2	26	12	0	0.894	45
17224	2017	2	27	6	0	0.894	337.5
17224	2017	2	27	7	0	0.447	337.5
17224	2017	2	27	8	0	0.447	337.5
17224	2017	2	27	9	0	0.894	337.5
17224	2017	2	27	10	0	1.341	315
17224	2017	2	27	11	0	1.341	0
17224	2017	2	27	12	0	1.341	0
17225	2017	2	27	13	0	0.894	337.5
17225	2017	2	27	14	0	1.341	337.5
17225	2017	2	27	15	0	1.341	45
17225	2017	2	27	16	0	1.341	337.5
17225	2017	2	27	17	0	0.894	45
17225	2017	2	27	18	0	0.447	45
17225	2017	2	27	19	0	0.447	67.5
17225	2017	2	27	20	0	0.894	112.5
17504	2017	12	4	0	0	0.894	270
17504	2017	12	4	1	0	1.788	270
17504	2017	12	4	2	0	1.788	270
17504	2017	12	4	3	0	1.341	270
17504	2017	12	4	4	0	0.894	270
17504	2017	12	4	5	0	0.894	247.5
17504	2017	12	4	6	0	0.894	225
17504	2017	12	4	7	0	0.894	202.5
17504	2017	12	4	8	0	1.341	180
17504	2017	12	4	9	0	0.894	202.5
17504	2017	12	4	10	0	1.341	202.5
17504	2017	12	4	11	0	1.341	270
17504	2017	12	4	12	0	1.341	315
17505	2017	12	4	13	0	1.341	315
17505	2017	12	4	14	0	1.341	315
17505	2017	12	4	15	0	0.894	292.5
17505	2017	12	4	16	0	0.447	45
17505	2017	12	4	17	0	0.894	0
17507	2017	12	7	11	0	0.894	337.5
17508	2017	12	7	12	0	0.447	22.5
17508	2017	12	7	13	0	0.894	337.5
17508	2017	12	7	14	0	0.894	292.5
17508	2017	12	7	15	0	0.894	337.5
17508	2017	12	7	16	0	0.447	337.5
17508	2017	12	7	17	0	0.894	90
17508	2017	12	7	18	0	0	90
17508	2017	12	7	19	0	0.894	90
17508	2017	12	7	20	0	0.894	90
17508	2017	12	7	21	0	0.894	112.5
17508	2017	12	7	22	0	0.447	90
17508	2017	12	7	23	0	0.447	292.5
17508	2017	12	8	5	0	0.894	67.5
17508	2017	12	8	6	0	0.894	90
17508	2017	12	8	7	0	0.894	0
17508	2017	12	8	8	0	0.894	337.5
17508	2017	12	8	9	0	0.894	315
17508	2017	12	8	10	0	1.341	315
17508	2017	12	8	11	0	1.788	315
17508	2017	12	8	12	0	1.788	315
17509	2017	12	8	13	0	1.341	292.5
17509	2017	12	8	14	0	1.788	315
17509	2017	12	8	15	0	1.788	292.5
17509	2017	12	8	16	0	1.341	337.5
17509	2017	12	8	17	0	1.788	0
17509	2017	12	8	18	0	1.341	0
17509	2017	12	9	9	0	2.235	247.5
17509	2017	12	9	10	0	1.341	292.5
17509	2017	12	9	11	0	1.341	247.5
17510	2017	12	9	12	0	2.235	270
17510	2017	12	9	13	0	2.235	202.5
17510	2017	12	9	14	0	2.235	247.5
17510	2017	12	9	15	0	2.235	270
17510	2017	12	9	16	0	1.341	247.5
17510	2017	12	9	17	0	1.341	270
17510	2017	12	9	18	0	1.788	247.5
17510	2017	12	9	19	0	2.235	247.5
17510	2017	12	9	20	0	1.788	247.5
17519	2017	12	19	2	0	1.341	270
17519	2017	12	19	3	0	1.341	270
17519	2017	12	19	4	0	1.788	270
17519	2017	12	19	5	0	1.788	247.5
17519	2017	12	19	6	0	1.341	247.5
17519	2017	12	19	7	0	0.894	270
17519	2017	12	19	8	0	0.894	247.5
17519	2017	12	19	9	0	1.341	247.5
17519	2017	12	19	10	0	1.788	270
17519	2017	12	19	11	0	1.788	270
17520	2017	12	19	12	0	1.788	315
17520	2017	12	19	13	0	1.341	315
17520	2017	12	19	14	0	1.788	0
17520	2017	12	19	15	0	1.788	315
17520	2017	12	19	16	0	1.341	292.5
17520	2017	12	19	17	0	1.341	292.5
17521	2017	12	21	4	0	1.341	247.5
17521	2017	12	21	5	0	1.341	202.5
17521	2017	12	21	6	0	1.341	202.5
17521	2017	12	21	7	0	0.894	202.5
17521	2017	12	21	8	0	1.341	292.5
17521	2017	12	21	9	0	1.341	247.5
17521	2017	12	21	10	0	0.894	225
17521	2017	12	21	11	0	1.341	247.5
17522	2017	12	21	12	0	1.341	315
17522	2017	12	21	13	0	0.894	315
17522	2017	12	21	14	0	0.894	45
17522	2017	12	21	15	0	0.894	45
17522	2017	12	21	16	0	0.894	0
17526	2017	12	26	5	0	0.447	90
17526	2017	12	26	6	0	0.447	337.5
17526	2017	12	26	7	0	1.341	315
17526	2017	12	26	8	0	0.894	315
17526	2017	12	26	9	0	0.894	270
17526	2017	12	26	10	0	0.894	337.5
17526	2017	12	26	11	0	0.894	337.5
17526	2017	12	26	12	0	0.894	90
17527	2017	12	26	13	0	0.894	0
17527	2017	12	26	14	0	1.341	315
17527	2017	12	26	15	0	0.894	292.5
17527	2017	12	26	16	0	0.894	0
17527	2017	12	26	17	0	1.341	270
17527	2017	12	26	18	0	0.447	315
17527	2017	12	26	19	0	0.894	337.5
17527	2017	12	26	20	0	0.447	337.5
17527	2017	12	26	21	0	0.894	90
17527	2017	12	26	22	0	0.894	90
17527	2017	12	26	23	0	0.894	112.5
17536	2018	1	5	7	0	0.447	337.5
17536	2018	1	5	8	0	0.447	337.5
17536	2018	1	5	9	0	0.447	337.5
17536	2018	1	5	10	0	0.894	315
17536	2018	1	5	11	0	0.894	337.5
17536	2018	1	5	12	0	1.341	292.5
17537	2018	1	5	13	0	0.894	0
17537	2018	1	5	14	0	0.894	0
17537	2018	1	5	15	0	0.894	315
17537	2018	1	5	16	0	0.447	315
17537	2018	1	5	17	0	0.894	45
17537	2018	1	5	18	0	0.894	45
17538	2018	1	6	12	0	1.788	292.5
17538	2018	1	6	13	0	1.341	247.5
17538	2018	1	6	14	0	1.341	270
17538	2018	1	6	15	0	1.341	292.5
17538	2018	1	6	16	0	0.894	292.5
17538	2018	1	6	17	0	0.894	337.5
17538	2018	1	6	18	0	1.788	270
17538	2018	1	6	19	0	1.341	292.5
17538	2018	1	6	20	0	1.788	270
17538	2018	1	6	21	0	1.341	270
17538	2018	1	6	22	0	1.788	270
17538	2018	1	6	23	0	1.341	270
17539	2018	1	8	2	0	0.894	292.5
17539	2018	1	8	3	0	0.894	270
17539	2018	1	8	4	0	0.447	270
17539	2018	1	8	5	0	0.447	270
17539	2018	1	8	6	0	0.447	247.5
17539	2018	1	8	7	0	0.447	202.5
17539	2018	1	8	8	0	0.447	225
17539	2018	1	8	9	0	0.447	225
17539	2018	1	8	10	0	1.341	112.5
17539	2018	1	8	11	0	1.341	90
17540	2018	1	8	12	0	0.447	112.5
17540	2018	1	8	13	0	0.894	112.5
17540	2018	1	8	14	0	0.894	135
17540	2018	1	8	15	0	0.894	90
17540	2018	1	8	16	0	0.894	90
17540	2018	1	8	17	0	0.894	90
17542	2018	1	11	6	0	1.341	315
17542	2018	1	11	7	0	0.894	337.5
17542	2018	1	11	8	0	0.894	315
17542	2018	1	11	9	0	0.894	292.5
17542	2018	1	11	10	0	0.894	0
17542	2018	1	11	11	0	0.894	0
17542	2018	1	11	12	0	0.894	0
17543	2018	1	11	13	0	0.894	337.5
17543	2018	1	11	14	0	0.894	315
17543	2018	1	11	15	0	1.788	0
17543	2018	1	11	16	0	0.894	0
17543	2018	1	11	17	0	1.341	292.5
17543	2018	1	11	18	0	0.894	270
17543	2018	1	11	19	0	1.341	292.5
17543	2018	1	11	20	0	1.341	292.5
17543	2018	1	11	21	0	1.341	292.5
17543	2018	1	12	0	0	1.788	270
17543	2018	1	12	1	0	1.788	292.5
17543	2018	1	12	2	0	1.788	270
17543	2018	1	12	3	0	2.235	270
17543	2018	1	12	4	0	1.341	292.5
17543	2018	1	12	5	0	1.341	292.5
17543	2018	1	12	6	0	1.341	292.5
17543	2018	1	12	7	0	1.341	315
17543	2018	1	12	8	0	1.341	315
17543	2018	1	12	9	0	1.341	292.5
17543	2018	1	12	10	0	1.788	315
17543	2018	1	12	11	0	1.788	292.5
17544	2018	1	12	12	0	2.235	315
17544	2018	1	12	13	0	1.788	315
17544	2018	1	12	14	0	1.788	292.5
17544	2018	1	12	15	0	2.235	270
17544	2018	1	12	16	0	2.235	292.5
17544	2018	1	12	17	0	1.788	315
17544	2018	1	12	18	0	1.341	292.5
17544	2018	1	12	19	0	1.788	270
17544	2018	1	12	20	0	2.235	270
17544	2018	1	12	21	0	1.341	270
17544	2018	1	12	22	0	1.341	292.5
17544	2018	1	12	23	0	1.788	292.5
17544	2018	1	13	2	0	1.788	270
17544	2018	1	13	3	0	2.235	270
17544	2018	1	13	4	0	2.235	292.5
17544	2018	1	13	5	0	2.235	270
17544	2018	1	13	6	0	2.235	270
17544	2018	1	13	7	0	1.341	270
17544	2018	1	13	8	0	1.788	292.5
17544	2018	1	13	9	0	1.788	315
17544	2018	1	13	10	0	2.235	292.5
17544	2018	1	13	11	0	2.235	270
17544	2018	1	13	12	0	2.235	292.5
17545	2018	1	13	13	0	1.788	270
17546	2018	1	15	2	0	1.341	315
17546	2018	1	15	3	0	1.788	315
17546	2018	1	15	4	0	1.341	315
17546	2018	1	15	5	0	1.341	315
17546	2018	1	15	6	0	1.341	315
17546	2018	1	15	7	0	0.894	315
17546	2018	1	15	8	0	0.894	337.5
17546	2018	1	15	9	0	0.894	0
17546	2018	1	15	10	0	0.894	337.5
17546	2018	1	15	11	0	1.788	315
17546	2018	1	15	12	0	1.788	292.5
17547	2018	1	15	13	0	1.341	292.5
17547	2018	1	15	14	0	1.341	337.5
17547	2018	1	15	15	0	1.788	337.5
17547	2018	1	15	16	0	1.341	337.5
17547	2018	1	15	17	0	1.341	292.5
17547	2018	1	15	18	0	0.894	315
17547	2018	1	15	19	0	0.894	90
17547	2018	1	15	20	0	1.341	90
17547	2018	1	15	21	0	1.341	90
17547	2018	1	15	22	0	1.341	112.5
17547	2018	1	16	2	0	0.894	112.5
17547	2018	1	16	3	0	0.894	112.5
17547	2018	1	16	4	0	1.341	315
17547	2018	1	16	5	0	1.341	292.5
17547	2018	1	16	6	0	1.788	292.5
17547	2018	1	16	7	0	1.788	292.5
17547	2018	1	16	8	0	0.894	292.5
17547	2018	1	16	9	0	0.894	225
17547	2018	1	16	10	0	1.788	292.5
17547	2018	1	16	11	0	1.341	337.5
17548	2018	1	16	12	0	1.341	315
17548	2018	1	16	13	0	1.341	315
17548	2018	1	16	14	0	1.788	292.5
17548	2018	1	16	15	0	1.788	247.5
17548	2018	1	16	16	0	1.341	247.5
17548	2018	1	16	17	0	1.341	270
17557	2018	1	26	4	0	0.894	337.5
17557	2018	1	26	5	0	0.447	315
17557	2018	1	26	6	0	0.447	337.5
17557	2018	1	26	7	0	0.447	337.5
17557	2018	1	26	8	0	0.447	45
17557	2018	1	26	9	0	1.341	112.5
17557	2018	1	26	10	0	0.894	67.5
17557	2018	1	26	11	0	0.894	135
17558	2018	1	26	12	0	0.894	22.5
17558	2018	1	26	13	0	0.894	67.5
17558	2018	1	26	14	0	1.341	0
17558	2018	1	26	15	0	0.894	22.5
17558	2018	1	26	16	0	0.894	0
17558	2018	1	26	17	0	0.894	22.5
17558	2018	1	26	18	0	0.447	22.5
